"Population"	"Units"	"Date"	"Area/Population Densit"	"geogcode"	"Rural Urban"	"value type"	"value"	"flag"
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000219"	"Urban city and town"	"number"	125252	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000219"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000219"	"Rural (total)"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000219"	"Rural town and fringe"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000219"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000219"	"Rural village"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000219"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000219"	"Rural hamlet and isolated dwellings"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000219"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000220"	"Urban (total)"	"number"	75815	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000220"	"Urban major conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000220"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000220"	"Urban city and town"	"number"	75815	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000220"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000220"	"Rural (total)"	"number"	24260	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000220"	"Rural town and fringe"	"number"	9292	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000220"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000220"	"Rural village"	"number"	11704	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000220"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000220"	"Rural hamlet and isolated dwellings"	"number"	3264	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000220"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000221"	"Urban (total)"	"number"	28164	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000221"	"Urban major conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000221"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000221"	"Urban city and town"	"number"	28164	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000221"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000221"	"Rural (total)"	"number"	92321	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000221"	"Rural town and fringe"	"number"	46681	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000221"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000221"	"Rural village"	"number"	32884	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000221"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000221"	"Rural hamlet and isolated dwellings"	"number"	12756	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000221"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000222"	"Urban (total)"	"number"	120558	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000222"	"Urban major conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000222"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000222"	"Urban city and town"	"number"	120558	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000222"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000222"	"Rural (total)"	"number"	17090	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000222"	"Rural town and fringe"	"number"	5503	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000222"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000222"	"Rural village"	"number"	7291	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000222"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000222"	"Rural hamlet and isolated dwellings"	"number"	4296	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000222"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000025"	"Urban (total)"	"number"	1072492	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000025"	"Urban major conurbation"	"number"	1072492	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000025"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000025"	"Urban city and town"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000025"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000025"	"Rural (total)"	"number"	553	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000025"	"Rural town and fringe"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000025"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000025"	"Rural village"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000025"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000025"	"Rural hamlet and isolated dwellings"	"number"	553	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000025"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000026"	"Urban (total)"	"number"	316395	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000026"	"Urban major conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000026"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000026"	"Urban city and town"	"number"	316395	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000026"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000026"	"Rural (total)"	"number"	565	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000026"	"Rural town and fringe"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000026"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000026"	"Rural village"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000026"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000026"	"Rural hamlet and isolated dwellings"	"number"	565	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000026"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000027"	"Urban (total)"	"number"	312649	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000027"	"Urban major conurbation"	"number"	312399	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000027"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000027"	"Urban city and town"	"number"	250	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000027"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000027"	"Rural (total)"	"number"	276	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000027"	"Rural town and fringe"	"number"	276	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000027"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000027"	"Rural village"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000027"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000027"	"Rural hamlet and isolated dwellings"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000027"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000028"	"Urban (total)"	"number"	308063	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000028"	"Urban major conurbation"	"number"	308063	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000028"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000028"	"Urban city and town"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000028"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000028"	"Rural (total)"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000028"	"Rural town and fringe"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000028"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000028"	"Rural village"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000028"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000028"	"Rural hamlet and isolated dwellings"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000028"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000029"	"Urban (total)"	"number"	186276	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000029"	"Urban major conurbation"	"number"	182706	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000029"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000029"	"Urban city and town"	"number"	3570	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000029"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000029"	"Rural (total)"	"number"	20398	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000029"	"Rural town and fringe"	"number"	14388	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000029"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000029"	"Rural village"	"number"	2454	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000029"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000029"	"Rural hamlet and isolated dwellings"	"number"	3556	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000029"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000030"	"Urban (total)"	"number"	266318	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000030"	"Urban major conurbation"	"number"	265682	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000030"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000030"	"Urban city and town"	"number"	636	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000030"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000030"	"Rural (total)"	"number"	3005	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000030"	"Rural town and fringe"	"number"	2169	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000030"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000030"	"Rural village"	"number"	725	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000030"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000030"	"Rural hamlet and isolated dwellings"	"number"	111	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000030"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000031"	"Urban (total)"	"number"	249470	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000031"	"Urban major conurbation"	"number"	249470	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000031"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000031"	"Urban city and town"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000031"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000031"	"Rural (total)"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000031"	"Rural town and fringe"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000031"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000031"	"Rural village"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000031"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000031"	"Rural hamlet and isolated dwellings"	"number"	0	""
